taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,assessment_level,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_outstanding_balance
Individual,Nabunturan,Davao De Oro,Davao Del Sur,City of Davao,Bago Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,62,0.2,0.011,1350.52,2024,12,8,2,1,33.2,788.39,51.19,0,9.0,3.0,6.67126049529951
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Lapu-lapu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,60,0.2,0.0125,872.37,2024,6,6,1,0,24.4,276.4,78.22,0,6.0,2.0,5.625460507880731
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Calinan (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,377,0.5,0.0149,39886.55,2021,1,1,1,1,34.1,23218.21,39.72,1,3.0,1.0,10.05273523227862
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bago Gallera,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,74,0.2,0.0117,1345.55,2021,8,8,3,1,59.6,807.93,28.09,1,6.0,2.0,6.6957123867388315
Individual,Cateel,Davao Oriental,Davao Del Sur,Kiblawan,Poblacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,263,0.2,0.0108,3594.56,2023,10,8,3,1,56.8,2597.51,37.46,0,12.0,4.0,7.862693482815153
Company,Matanao,Davao Del Sur,Davao Del Sur,Sulop,Buguis,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,221,0.2,0.0109,3512.32,2021,17,8,2,1,51.9,2345.37,48.61,0,3.0,1.0,7.7606247320376935
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Padada,Lower Limonzo,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,264,0.2,0.0103,2636.39,2024,16,8,1,1,28.2,1261.41,73.33,0,12.0,4.0,7.140777871479754
Company,Baganga,Davao Oriental,Davao Del Norte,City of Tagum,Nueva Fuerza,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,561,0.5,0.0184,124684.01,2022,12,8,2,1,26.8,87545.62,56.22,0,6.0,2.0,11.379926730458182
Company,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Cogon-Bacaca,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1851,0.5,0.0159,127987.79,2023,7,7,1,1,32.1,68353.42,70.6,0,6.0,2.0,11.132461507215618
Company,City of Davao,Davao Del Sur,Davao Occidental,Santa Maria,Basiawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,614,0.5,0.0142,43622.89,2022,2,1,1,1,54.9,24359.59,41.36,1,6.0,2.0,10.100721941563373
Individual,Tarragona,Davao Oriental,Davao Del Sur,City of Davao,Bago Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,223,0.2,0.0129,2858.67,2021,8,8,1,1,39.4,1782.81,65.69,0,3.0,1.0,7.4865068052260355
Individual,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Paquibato (Pob.),Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,942,0.5,0.0174,72279.29,2024,21,8,2,1,50.7,49832.32,44.71,1,9.0,3.0,10.816439115586205
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,Malalag,New Baclayon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,299,0.2,0.013,6091.65,2022,11,8,4,1,55.2,5571.58,5.0,1,9.0,3.0,8.625613421370524
Individual,San Isidro,Davao Oriental,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,190,0.2,0.0134,2442.39,2024,5,4,2,1,72.0,1682.5,17.5,1,6.0,2.0,7.428630238601129
Individual,Lupon,Davao Oriental,Davao Del Sur,City of Davao,Waan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 07D,99,0.25,0.0128,6524.57,2024,5,6,1,0,9.9,754.97,81.75,0,9.0,3.0,6.628001692852478
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tawan-tawan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3193,0.4,0.0108,26726.1,2021,17,8,3,2,102.5,30467.12,5.0,1,3.0,1.0,10.32443617004341
Individual,Cateel,Davao Oriental,Davao Oriental,BAGANGA,Campawan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,102,0.5,0.016,16790.39,2023,17,8,1,1,31.5,8896.34,76.04,0,9.0,3.0,9.093507634643283
Individual,Sarangani,Davao Occidental,Davao Del Norte,City of Panabo,Little Panay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,713,0.2,0.012,7083.83,2021,15,8,1,1,26.9,4019.12,74.84,0,,,8.299067031913811
Individual,City of Davao,Davao Del Sur,Davao De Oro,Montevista,Linoan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,133,0.2,0.0112,1412.52,2024,8,8,3,1,62.8,910.1,47.07,0,6.0,2.0,6.814652660719813
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,317,0.2,0.0124,7640.43,2022,2,1,1,1,35.9,4001.35,46.43,1,12.0,4.0,8.294636967591465
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ubalde,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,1106,0.4,0.0152,21878.45,2021,10,8,2,1,58.2,15304.52,47.13,1,12.0,4.0,9.635968826627241
Individual,Laak,Davao De Oro,Davao De Oro,Nabunturan,San Vicente,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,213,0.2,0.0134,2214.28,2022,2,1,0,0,0.0,189.71,62.56,0,6.0,2.0,5.250753949616427
Individual,City of Davao,Davao Del Sur,Davao De Oro,Mabini,Cuambog (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4629,0.4,0.0125,46914.07,2021,11,8,3,1,61.6,34311.69,32.06,1,6.0,2.0,10.443270535577176
Individual,City of Davao,Davao Del Sur,Davao De Oro,Laak,Il Papa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,122,0.2,0.0112,1104.29,2022,9,8,3,1,62.4,699.51,39.94,0,9.0,3.0,6.551808641192655
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Toril (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,189,0.5,0.0139,17284.79,2024,12,8,3,1,52.2,10690.62,38.44,1,6.0,2.0,9.277215536036131
Company,City of Davao,Davao Del Sur,Davao De Oro,Maco,Magangit,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,205,0.45,0.0139,11729.48,2023,6,6,1,1,37.3,4724.74,49.09,0,,,8.460779441421803
Individual,Sarangani,Davao Occidental,Davao Del Sur,City of Digos,Kiagot,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,75,0.2,0.0132,1566.0,2024,9,8,1,1,32.4,664.05,66.01,0,9.0,3.0,6.499862225799305
Company,Malita,Davao Occidental,Davao Del Sur,City of Davao,Tapak,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,164,0.5,0.0174,32936.14,2022,7,7,2,1,50.9,20723.61,39.31,1,6.0,2.0,9.939077161973604
Individual,City of Davao,Davao Del Sur,Davao Occidental,Don Marcelino,Dalupan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,168,0.2,0.0121,2136.79,2024,12,8,2,1,34.8,1198.78,69.49,0,3.0,1.0,7.089893485635148
Individual,Sulop,Davao Del Sur,Davao De Oro,New Bataan,Panag,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 14D,89,0.25,0.0146,3663.79,2023,18,8,5,1,94.8,3280.59,6.39,1,12.0,4.0,8.09608334001947
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Saloy,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,358,0.2,0.0101,3246.77,2022,10,8,2,0,15.1,1414.24,70.67,0,12.0,4.0,7.255054407002387
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Sirib,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4101,0.4,0.0127,48319.77,2024,4,3,1,0,29.9,15186.76,68.87,0,9.0,3.0,9.628245119277933
Individual,City of Davao,Davao Del Sur,Davao De Oro,Nabunturan,Mipangi,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,0.2,0.0127,6386.51,2022,15,8,1,0,19.3,1829.17,77.75,0,6.0,2.0,7.5121641376957475
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dumoy,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,360,0.5,0.0152,31367.18,2024,19,8,2,1,46.4,18671.28,42.93,0,9.0,3.0,9.834795350129413
Individual,City of Davao,Davao Del Sur,Davao Del Sur,CITY OF DAVAO,Gov. Paciano Bangoy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,125,0.2,0.0141,1575.61,2021,13,8,3,1,56.2,979.83,37.19,1,6.0,2.0,6.8883991519898595
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Wines,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,202,0.2,0.012,2419.83,2021,3,4,1,0,24.0,272.98,60.66,0,3.0,1.0,5.613055111023243
Company,Padada,Davao Del Sur,Davao De Oro,Laak,Aguinaldo,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,504,0.45,0.0173,52550.81,2023,11,8,5,2,110.2,66945.53,5.0,1,,,11.111649520052438
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Riverside,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,276,0.2,0.0136,7467.54,2022,2,1,1,1,30.8,3470.03,54.41,1,12.0,4.0,8.152206658866787
Individual,City of Davao,Davao Del Sur,Davao Occidental,Jose Abad Santos,Tanuman,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,428,0.2,0.0113,3428.6,2024,4,5,2,1,61.3,2076.05,50.36,0,6.0,2.0,7.638703896768833
Individual,Tarragona,Davao Oriental,Davao Del Sur,City of Davao,Mahayag,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,77,0.2,0.0135,1541.14,2021,6,7,1,1,26.8,857.93,64.47,0,6.0,2.0,6.755687428558983
Individual,Santa Cruz,Davao Del Sur,Davao Del Sur,Magsaysay,Kasuga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,95,0.2,0.0119,1789.0,2023,4,5,1,0,9.1,192.39,87.21,0,9.0,3.0,5.264708875374207
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Vicente Duterte,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 18A,93,0.25,0.0149,3916.5,2023,20,8,4,2,100.9,4827.24,5.0,1,12.0,4.0,8.482237291006776
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Baganihan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,295,0.2,0.0135,7796.35,2021,12,8,3,1,47.9,6354.17,35.32,1,9.0,3.0,8.75702393385585
Individual,Compostela,Davao De Oro,Davao Del Norte,New Corella,San Roque,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3640,0.4,0.0129,38511.86,2024,10,8,1,0,14.5,7360.8,89.31,0,6.0,2.0,8.904059747039115
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 33-D (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4098,0.4,0.0103,42886.85,2023,12,8,2,1,50.3,30085.35,40.66,0,3.0,1.0,10.311826859507924
Company,Padada,Davao Del Sur,Davao Del Sur,City of Davao,Malagos,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,268,0.2,0.0115,3782.0,2024,7,8,2,1,42.7,2768.16,36.14,1,6.0,2.0,7.926299304094606
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Mulig,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,172,0.2,0.0128,2040.45,2022,19,8,5,1,78.4,2101.89,10.02,1,3.0,1.0,7.651067868105485
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Matanao,New Murcia,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,97,0.2,0.0105,1152.26,2024,21,8,3,1,49.7,860.46,36.49,1,6.0,2.0,6.758628624245824
Individual,Malalag,Davao Del Sur,Davao Del Norte,City of Panabo,Katualan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,0.2,0.0137,1714.37,2023,5,5,2,1,54.0,976.2,24.25,1,12.0,4.0,6.884691339383585
Company,Sulop,Davao Del Sur,Davao De Oro,Nabunturan,Ogao,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,177,0.45,0.016,10758.04,2024,8,8,2,1,33.8,6051.2,61.0,0,12.0,4.0,8.708177121288845
Individual,City of Panabo,Davao Del Norte,Davao Occidental,Jose Abad Santos,Sugal,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,0.2,0.0144,2559.3,2022,6,6,2,1,69.3,1570.02,10.5,1,12.0,4.0,7.359480368919335
Individual,Nabunturan,Davao De Oro,Davao De Oro,Compostela,New Alegria,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 21A,94,0.25,0.015,5205.76,2024,8,8,2,1,34.0,2839.92,63.11,0,3.0,1.0,7.951883222358804
Company,Governor Generoso,Davao Oriental,Davao Del Sur,City of Davao,  Barangay 16-B (Pob.) ,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 08A,80,0.25,0.0119,5425.56,2024,13,8,1,0,21.2,1664.26,74.39,0,12.0,4.0,7.417736546379597
Individual,New Corella,Davao Del Norte,Davao Del Sur,City of Davao,Ilang,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 13A,112,0.25,0.0142,7264.52,2024,7,6,2,1,37.3,4691.01,46.47,0,3.0,1.0,8.453616341058392
Individual,Asuncion,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 3-A (Pob.),Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,846,0.2,0.012,11854.44,2022,3,2,0,0,0.0,2033.43,85.08,0,,,7.617970960361747
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bantol,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,68,0.2,0.0144,1502.38,2022,11,8,4,2,76.4,1697.3,5.0,1,12.0,4.0,7.437383029710724
Individual,Maco,Davao De Oro,Davao Del Sur,Malalag,Bolton,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4728,0.4,0.0117,38666.08,2024,11,8,3,1,51.5,25747.57,33.08,1,6.0,2.0,10.156134370569232
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bayabas,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,628,0.5,0.0179,141276.98,2023,5,4,1,1,30.9,57832.21,61.01,0,12.0,4.0,10.965318457133826
Individual,Matanao,Davao Del Sur,Davao Oriental,Cateel,San Antonio,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,253,0.2,0.0145,4367.25,2021,15,8,2,1,25.9,2483.21,68.81,0,12.0,4.0,7.817709980542777
Individual,Santo Tomas,Davao Del Norte,Davao Del Norte,Kapalong,Florida,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,141,0.2,0.0109,1496.81,2024,6,7,2,1,46.6,1081.69,45.38,0,3.0,1.0,6.987203964105362
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Magsaysay,  Balnate ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,106,0.2,0.0114,897.76,2022,8,8,2,1,32.0,622.89,51.33,0,9.0,3.0,6.435974070778639
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,496,0.5,0.0163,84956.77,2021,5,4,3,1,69.0,63598.33,10.11,1,3.0,1.0,11.06035821468153
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Bagumbayan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,0.2,0.0119,3898.38,2023,9,8,2,1,41.8,2774.14,62.52,0,9.0,3.0,7.928456475358404
Individual,Laak,Davao De Oro,Davao Del Sur,City of Davao,Wilfredo Aquino,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1940,0.4,0.0123,13347.06,2021,6,7,2,1,48.1,7778.26,36.32,1,6.0,2.0,8.95921649696742
Company,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,  Baganihan ,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,428,0.45,0.0149,52003.93,2023,17,8,2,1,42.1,34640.09,67.91,0,6.0,2.0,10.452795828694013
Individual,Magsaysay,Davao Del Sur,Davao Del Sur,City of Davao,Dacudao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,242,0.2,0.0121,3730.01,2024,19,8,0,0,0.0,130.47,93.18,0,9.0,3.0,4.878778688708513
Individual,Nabunturan,Davao De Oro,Davao Del Sur,City of Davao,Barangay 29-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,0.2,0.0142,3136.67,2023,20,8,4,1,44.4,2370.67,31.41,1,12.0,4.0,7.771349627336233
Individual,City of Davao,Davao Del Sur,Davao Occidental,Santa Maria,Cadaatan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,150,0.2,0.0144,1981.4,2021,4,3,1,0,31.5,466.16,68.77,0,3.0,1.0,6.146671811410365
Individual,Santa Cruz,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Anonang,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,790,0.2,0.0121,4928.88,2024,20,8,2,1,56.2,2754.53,50.05,0,12.0,4.0,7.9213650805803
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Mabuhay,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 24A,61,0.25,0.0152,3555.98,2023,6,6,4,1,72.2,2866.27,6.29,1,9.0,3.0,7.961115636545093
Company,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,  Baliok ,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,305,0.5,0.0183,57257.16,2021,17,8,5,1,85.4,46671.15,5.0,1,3.0,1.0,10.750902906020748
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Kapalong,Tiburcia,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,394,0.45,0.0144,37910.97,2023,5,4,2,1,69.9,19678.97,24.27,1,,,9.887356646214839
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Suawan (Tuli),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2500,0.4,0.0125,10252.72,2022,13,8,1,1,29.4,4613.61,77.48,0,6.0,2.0,8.436982636323778
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Sibulan,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2076,0.5,0.0163,171640.58,2021,14,8,2,1,35.6,118890.68,54.87,0,3.0,1.0,11.68596810546181
Company,City of Davao,Davao Del Sur,Davao Oriental,Cateel,Santa Filomena,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1936,0.5,0.0183,112477.1,2023,7,6,3,2,80.9,124048.29,9.76,1,9.0,3.0,11.728434265604978
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bantol,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,436,0.45,0.0146,51451.56,2024,11,8,3,1,58.3,41821.6,37.49,1,9.0,3.0,10.641192142260023
Individual,City of Davao,Davao Del Sur,Davao Occidental,Santa Maria,Cadaatan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,864,0.4,0.0112,8875.06,2022,10,8,2,1,28.5,5767.28,53.81,0,12.0,4.0,8.660129221475898
Company,City of Davao,Davao Del Sur,Davao Del Sur,Malalag,Kiblagon,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,553,0.2,0.0122,6040.87,2021,8,8,3,2,68.0,5891.85,5.0,1,,,8.681495030585568
Company,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,Matina Aplaya,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,285,0.5,0.0165,45660.54,2021,8,8,3,1,49.5,33008.72,28.23,1,12.0,4.0,10.404557342533167
Individual,Carmen,Davao Del Norte,Davao Oriental,San Isidro,Talisay,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,297,0.2,0.0136,4616.96,2023,3,4,2,1,59.7,3075.11,32.17,1,6.0,2.0,8.031421090714353
Individual,City of Panabo,Davao Del Norte,Davao De Oro,Laak,Anitap,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,281,0.2,0.0143,5163.46,2024,9,8,3,1,58.2,3748.08,25.16,1,3.0,1.0,8.229265755531978
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Salaysay,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 22B,46,0.25,0.0132,3624.36,2024,15,8,3,1,83.4,2205.83,13.73,1,9.0,3.0,7.699312375650626
Company,City of Panabo,Davao Del Norte,Davao De Oro,Laak,Sabud,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,831,0.4,0.0108,4341.73,2024,8,8,2,1,49.9,2704.71,37.48,0,3.0,1.0,7.903119633734188
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,  Tawan-tawan ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,151,0.2,0.0122,3176.18,2024,14,8,1,0,19.9,643.19,80.11,0,12.0,4.0,6.467993713647151
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Tambobong,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,321,0.5,0.0182,54351.21,2023,16,8,4,2,86.9,64648.87,5.0,1,3.0,1.0,11.07674137337045
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Buda,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,375,0.5,0.0146,35258.04,2021,9,8,2,1,34.4,21294.34,50.74,0,12.0,4.0,9.966243548419103
Individual,Laak,Davao De Oro,Davao Del Sur,Malalag,  Caputian ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,61,0.2,0.0109,1071.74,2024,17,8,2,1,56.6,570.5,50.85,0,,,6.348264483234865
Individual,City of Davao,Davao Del Sur,Davao De Oro,MONTEVISTA,  New Cebulan ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,166,0.2,0.0106,2442.12,2021,10,8,2,1,37.9,1474.25,34.03,0,12.0,4.0,7.296582745937278
Individual,Santa Cruz,Davao Del Sur,Davao Del Sur,Malalag,Pitu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,213,0.2,0.0131,2304.48,2022,3,4,1,0,27.3,441.74,59.55,0,6.0,2.0,6.092982690298331
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Norte,Island Garden City of Samal,Sion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,176,0.2,0.0122,2065.8,2024,20,8,2,1,39.5,1352.57,47.65,0,12.0,4.0,7.210500825485786
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bucana,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,308,0.2,0.0144,4334.86,2024,13,8,2,1,42.6,3017.72,49.29,0,12.0,4.0,8.012588179463302
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Malalag,Lapu-Lapu,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,246,0.2,0.0117,4242.36,2022,11,8,1,1,28.3,2304.92,73.54,0,9.0,3.0,7.743235008119674
Company,City of Davao,Davao Del Sur,Davao Del Sur,KIBLAWAN,Dapok,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,370,0.45,0.0163,31880.82,2024,11,8,2,1,47.6,22607.56,43.39,0,12.0,4.0,10.02608387461046
Individual,Maco,Davao De Oro,Davao Del Sur,Matanao,  Kabasagan ,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2160,0.4,0.0134,21227.01,2021,15,8,5,2,84.0,24584.13,5.0,1,12.0,4.0,10.10989706760916
Individual,Nabunturan,Davao De Oro,Davao Del Sur,City of Davao,  Cawayan ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,199,0.2,0.0129,4265.77,2022,14,8,4,2,71.1,4759.86,5.0,1,9.0,3.0,8.468183603175104
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Tagum,Magugpo Poblacion,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,337,0.5,0.0144,58701.7,2023,17,8,1,1,30.4,23975.86,70.15,0,12.0,4.0,10.08484447755575
